2024-04-19 19:39:54,007 | Guka.comunication.comunication | comunication.py[line:29] |  ERROR: [WinError 10061] 由于目标计算机积极拒绝，无法连接。 |  __init__

数论有很多子领域，其中一些主要的概念和问题如下：

1. 素数和合▌ |  set_Text
2024-04-24 20:24:03,833 | Guka.liaotian.entrance | entrance.py[line:42] |  INFO: 
 数论，又称整数论或算术，是研究整数性质及其相关问题的数学分支。它是数学中最古老、最经典的领域之一。数论的研究对象主要是整数，包括正整数、负整数和零，以及它们之间的各种运算和关系。

数论有很多子领域，其中一些主要的概念和问题如下：

1. 素数和合数：▌ |  run
2024-04-24 20:24:03,864 | Guka.liaotian.entrance | entrance.py[line:136] |  INFO: 
 数论，又称整数论或算术，是研究整数性质及其相关问题的数学分支。它是数学中最古老、最经典的领域之一。数论的研究对象主要是整数，包括正整数、负整数和零，以及它们之间的各种运算和关系。

数论有很多子领域，其中一些主要的概念和问题如下：

1. 素数和合数▌ |  set_Text
2024-04-24 20:24:03,944 | Guka.liaotian.entrance | entrance.py[line:42] |  INFO: 
 数论，又称整数论或算术，是研究整数性质及其相关问题的数学分支。它是数学中最古老、最经典的领域之一。数论的研究对象主要是整数，包括正整数、负整数和零，以及它们之间的各种运算和关系。

数论有很多子领域，其中一些主要的概念和问题如下：

1. 素数和合数：素▌ |  run
2024-04-24 20:24:03,975 | Guka.liaotian.entrance | entrance.py[line:136] |  INFO: 
 数论，又称整数论或算术，是研究整数性质及其相关问题的数学分支。它是数学中最古老、最经典的领域之一。数论的研究对象主要是整数，包括正整数、负整数和零，以及它们之间的各种运算和关系。

数论有很多子领域，其中一些主要的概念和问题如下：

1. 素数和合数：▌ |  set_Text
2024-04-24 20:24:04,054 | Guka.liaotian.entrance | entrance.py[line:42] |  INFO: 
 数论，又称整数论或算术，是研究整数性质及其相关问题的数学分支。它是数学中最古老、最经典的领域之一。数论的研究对象主要是整数，包括正整数、负整数和零，以及它们之间的各种运算和关系。

数论有很多子领域，其中一些主要的概念和问题如下：

1. 素数和合数：素数▌ |  run
2024-04-24 20:24:04,054 | Guka.liaotian.entrance | entrance.py[line:136] |  INFO: 
 数论，又称整数论或算术，是研究整数性质及其相关问题的数学分支。它是数学中最古老、最经典的领域之一。数论的研究对象主要是整数，包括正整数、负整数和零，以及它们之间的各种运算和关系。

数论有很多子领域，其中一些主要的概念和问题如下：

1. 素数和合数：素▌ |  set_Text
2024-04-24 20:24:04,150 | Guka.liaotian.entrance | entrance.py[line:42] |  INFO: 
 数论，又称整数论或算术，是研究整数性质及其相关问题的数学分支。它是数学中最古老、最经典的领域之一。数论的研究对象主要是整数，包括正整数、负整数和零，以及它们之间的各种运算和关系。

数论有很多子领域，其中一些主要的概念和问题如下：

1. 素数和合数：素数是▌ |  run
2024-04-24 20:24:04,150 | Guka.liaotian.entrance | entrance.py[line:136] |  INFO: 
 数论，又称整数论或算术，是研究整数性质及其相关问题的数学分支。它是数学中最古老、最经典的领域之一。数论的研究对象主要是整数，包括正整数、负整数和零，以及它们之间的各种运算和关系。

数论有很多子领域，其中一些主要的概念和问题如下：

1. 素数和合数：素数▌ |  set_Text
2024-04-24 20:24:04,230 | Guka.liaotian.entrance | entrance.py[line:136] |  INFO: 
 数论，又称整数论或算术，是研究整数性质及其相关问题的数学分支。它是数学中最古老、最经典的领域之一。数论的研究对象主要是整数，包括正整数、负整数和零，以及它们之间的各种运算和关系。

数论有很多子领域，其中一些主要的概念和问题如下：

1. 素数和合数：素数是▌ |  set_Text
2024-04-24 20:24:04,262 | Guka.liaotian.entrance | entrance.py[line:42] |  INFO: 
 数论，又称整数论或算术，是研究整数性质及其相关问题的数学分支。它是数学中最古老、最经典的领域之一。数论的研究对象主要是整数，包括正整数、负整数和零，以及它们之间的各种运算和关系。

数论有很多子领域，其中一些主要的概念和问题如下：

1. 素数和合数：素数是只能▌ |  run
2024-04-24 20:24:04,310 | Guka.liaotian.entrance | entrance.py[line:136] |  INFO: 
 数论，又称整数论或算术，是研究整数性质及其相关问题的数学分支。它是数学中最古老、最经典的领域之一。数论的研究对象主要是整数，包括正整数、负整数和零，以及它们之间的各种运算和关系。

数论有很多子领域，其中一些主要的概念和问题如下：

1. 素数和合数：素数是只能▌ |  set_Text
2024-04-24 20:24:04,437 | Guka.liaotian.entrance | entrance.py[line:42] |  INFO: 
 数论，又称整数论或算术，是研究整数性质及其相关问题的数学分支。它是数学中最古老、最经典的领域之一。数论的研究对象主要是整数，包括正整数、负整数和零，以及它们之间的各种运算和关系。

数论有很多子领域，其中一些主要的概念和问题如下：

1. 素数和合数：素数是只能被▌ |  run
2024-04-24 20:24:04,532 | Guka.liaotian.entrance | entrance.py[line:42] |  INFO: 
 数论，又称整数论或算术，是研究整数性质及其相关问题的数学分支。它是数学中最古老、最经典的领域之一。数论的研究对象主要是整数，包括正整数、负整数和零，以及它们之间的各种运算和关系。

数论有很多子领域，其中一些主要的概念和问题如下：

1. 素数和合数：素数是只能被1▌ |  run
2024-04-24 20:24:04,612 | Guka.liaotian.entrance | entrance.py[line:42] |  INFO: 
 数论，又称整数论或算术，是研究整数性质及其相关问题的数学分支。它是数学中最古老、最经典的领域之一。数论的研究对象主要是整数，包括正整数、负整数和零，以及它们之间的各种运算和关系。

数论有很多子领域，其中一些主要的概念和问题如下：

1. 素数和合数：素数是只能被1和▌ |  run
2024-04-24 20:24:04,740 | Guka.liaotian.entrance | entrance.py[line:42] |  INFO: 
 数论，又称整数论或算术，是研究整数性质及其相关问题的数学分支。它是数学中最古老、最经典的领域之一。数论的研究对象主要是整数，包括正整数、负整数和零，以及它们之间的各种运算和关系。

数论有很多子领域，其中一些主要的概念和问题如下：

1. 素数和合数：素数是只能被1和自身▌ |  run
2024-04-24 20:24:04,788 | Guka.liaotian.entrance | entrance.py[line:136] |  INFO: 
 数论，又称整数论或算术，是研究整数性质及其相关问题的数学分支。它是数学中最古老、最经典的领域之一。数论的研究对象主要是整数，包括正整数、负整数和零，以及它们之间的各种运算和关系。

数论有很多子领域，其中一些主要的概念和问题如下：

1. 素数和合数：素数是只能被▌ |  set_Text
2024-04-24 20:24:04,836 | Guka.liaotian.entrance | entrance.py[line:42] |  INFO: 
 数论，又称整数论或算术，是研究整数性质及其相关问题的数学分支。它是数学中最古老、最经典的领域之一。数论的研究对象主要是整数，包括正整数、负整数和零，以及它们之间的各种运算和关系。

数论有很多子领域，其中一些主要的概念和问题如下：

1. 素数和合数：素数是只能被1和自身整▌ |  run
2024-04-24 20:24:04,852 | Guka.liaotian.entrance | entrance.py[line:136] |  INFO: 
 数论，又称整数论或算术，是研究整数性质及其相关问题的数学分支。它是数学中最古老、最经典的领域之一。数论的研究对象主要是整数，包括正整数、负整数和零，以及它们之间的各种运算和关系。

数论有很多子领域，其中一些主要的概念和问题如下：

1. 素数和合数：素数是只能被1▌ |  set_Text
2024-04-24 20:24:04,916 | Guka.liaotian.entrance | entrance.py[line:136] |  INFO: 
 数论，又称整数论或算术，是研究整数性质及其相关问题的数学分支。它是数学中最古老、最经典的领域之一。数论的研究对象主要是整数，包括正整数、负整数和零，以及它们之间的各种运算和关系。

数论有很多子领域，其中一些主要的概念和问题如下：

1. 素数和合数：素数是只能被1和▌ |  set_Text
2024-04-24 20:24:04,931 | Guka.liaotian.entrance | entrance.py[line:42] |  INFO: 
 数论，又称整数论或算术，是研究整数性质及其相关问题的数学分支。它是数学中最古老、最经典的领域之一。数论的研究对象主要是整数，包括正整数、负整数和零，以及它们之间的各种运算和关系。

数论有很多子领域，其中一些主要的概念和问题如下：

1. 素数和合数：素数是只能被1和自身整除▌ |  run
2024-04-24 20:24:04,962 | Guka.liaotian.entrance | entrance.py[line:136] |  INFO: 
 数论，又称整数论或算术，是研究整数性质及其相关问题的数学分支。它是数学中最古老、最经典的领域之一。数论的研究对象主要是整数，包括正整数、负整数和零，以及它们之间的各种运算和关系。

数论有很多子领域，其中一些主要的概念和问题如下：

1. 素数和合数：素数是只能被1和自身▌ |  set_Text
2024-04-24 20:24:05,041 | Guka.liaotian.entrance | entrance.py[line:136] |  INFO: 
 数论，又称整数论或算术，是研究整数性质及其相关问题的数学分支。它是数学中最古老、最经典的领域之一。数论的研究对象主要是整数，包括正整数、负整数和零，以及它们之间的各种运算和关系。

数论有很多子领域，其中一些主要的概念和问题如下：

1. 素数和合数：素数是只能被1和自身整▌ |  set_Text
2024-04-24 20:24:05,057 | Guka.liaotian.entrance | entrance.py[line:42] |  INFO: 
 数论，又称整数论或算术，是研究整数性质及其相关问题的数学分支。它是数学中最古老、最经典的领域之一。数论的研究对象主要是整数，包括正整数、负整数和零，以及它们之间的各种运算和关系。

数论有很多子领域，其中一些主要的概念和问题如下：

1. 素数和合数：素数是只能被1和自身整除的正▌ |  run
2024-04-24 20:24:05,121 | Guka.liaotian.entrance | entrance.py[line:136] |  INFO: 
 数论，又称整数论或算术，是研究整数性质及其相关问题的数学分支。它是数学中最古老、最经典的领域之一。数论的研究对象主要是整数，包括正整数、负整数和零，以及它们之间的各种运算和关系。

数论有很多子领域，其中一些主要的概念和问题如下：

1. 素数和合数：素数是只能被1和自身整除▌ |  set_Text
2024-04-24 20:24:05,169 | Guka.liaotian.entrance | entrance.py[line:42] |  INFO: 
 数论，又称整数论或算术，是研究整数性质及其相关问题的数学分支。它是数学中最古老、最经典的领域之一。数论的研究对象主要是整数，包括正整数、负整数和零，以及它们之间的各种运算和关系。

数论有很多子领域，其中一些主要的概念和问题如下：

1. 素数和合数：素数是只能被1和自身整除的正整▌ |  run
2024-04-24 20:24:05,217 | Guka.liaotian.entrance | entrance.py[line:136] |  INFO: 
 数论，又称整数论或算术，是研究整数性质及其相关问题的数学分支。它是数学中最古老、最经典的领域之一。数论的研究对象主要是整数，包括正整数、负整数和零，以及它们之间的各种运算和关系。

数论有很多子领域，其中一些主要的概念和问题如下：

1. 素数和合数：素数是只能被1和自身整除的正▌ |  set_Text
2024-04-24 20:24:05,249 | Guka.liaotian.entrance | entrance.py[line:136] |  INFO: 
 数论，又称整数论或算术，是研究整数性质及其相关问题的数学分支。它是数学中最古老、最经典的领域之一。数论的研究对象主要是整数，包括正整数、负整数和零，以及它们之间的各种运算和关系。

数论有很多子领域，其中一些主要的概念和问题如下：

1. 素数和合数：素数是只能被1和自身整除的正整▌ |  set_Text
2024-04-24 20:24:05,281 | Guka.liaotian.entrance | entrance.py[line:42] |  INFO: 
 数论，又称整数论或算术，是研究整数性质及其相关问题的数学分支。它是数学中最古老、最经典的领域之一。数论的研究对象主要是整数，包括正整数、负整数和零，以及它们之间的各种运算和关系。

数论有很多子领域，其中一些主要的概念和问题如下：

1. 素数和合数：素数是只能被1和自身整除的正整数▌ |  run
2024-04-24 20:24:05,345 | Guka.liaotian.entrance | entrance.py[line:136] |  INFO: 
 数论，又称整数论或算术，是研究整数性质及其相关问题的数学分支。它是数学中最古老、最经典的领域之一。数论的研究对象主要是整数，包括正整数、负整数和零，以及它们之间的各种运算和关系。

数论有很多子领域，其中一些主要的概念和问题如下：

1. 素数和合数：素数是只能被1和自身整除的正整数▌ |  set_Text
2024-04-24 20:24:05,393 | Guka.liaotian.entrance | entrance.py[line:42] |  INFO: 
 数论，又称整数论或算术，是研究整数性质及其相关问题的数学分支。它是数学中最古老、最经典的领域之一。数论的研究对象主要是整数，包括正整数、负整数和零，以及它们之间的各种运算和关系。

数论有很多子领域，其中一些主要的概念和问题如下：

1. 素数和合数：素数是只能被1和自身整除的正整数，▌ |  run
2024-04-24 20:24:05,521 | Guka.liaotian.entrance | entrance.py[line:42] |  INFO: 
 数论，又称整数论或算术，是研究整数性质及其相关问题的数学分支。它是数学中最古老、最经典的领域之一。数论的研究对象主要是整数，包括正整数、负整数和零，以及它们之间的各种运算和关系。

数论有很多子领域，其中一些主要的概念和问题如下：

1. 素数和合数：素数是只能被1和自身整除的正整数，如▌ |  run
2024-04-24 20:24:05,585 | Guka.liaotian.entrance | entrance.py[line:42] |  INFO: 
 数论，又称整数论或算术，是研究整数性质及其相关问题的数学分支。它是数学中最古老、最经典的领域之一。数论的研究对象主要是整数，包括正整数、负整数和零，以及它们之间的各种运算和关系。

数论有很多子领域，其中一些主要的概念和问题如下：

1. 素数和合数：素数是只能被1和自身整除的正整数，如2▌ |  run
2024-04-24 20:24:05,633 | Guka.liaotian.entrance | entrance.py[line:136] |  INFO: 
 数论，又称整数论或算术，是研究整数性质及其相关问题的数学分支。它是数学中最古老、最经典的领域之一。数论的研究对象主要是整数，包括正整数、负整数和零，以及它们之间的各种运算和关系。

数论有很多子领域，其中一些主要的概念和问题如下：

1. 素数和合数：素数是只能被1和自身整除的正整数，▌ |  set_Text
2024-04-24 20:24:05,713 | Guka.liaotian.entrance | entrance.py[line:42] |  INFO: 
 数论，又称整数论或算术，是研究整数性质及其相关问题的数学分支。它是数学中最古老、最经典的领域之一。数论的研究对象主要是整数，包括正整数、负整数和零，以及它们之间的各种运算和关系。

数论有很多子领域，其中一些主要的概念和问题如下：

1. 素数和合数：素数是只能被1和自身整除的正整数，如2、▌ |  run
2024-04-24 20:24:05,729 | Guka.liaotian.entrance | entrance.py[line:136] |  INFO: 
 数论，又称整数论或算术，是研究整数性质及其相关问题的数学分支。它是数学中最古老、最经典的领域之一。数论的研究对象主要是整数，包括正整数、负整数和零，以及它们之间的各种运算和关系。

数论有很多子领域，其中一些主要的概念和问题如下：

1. 素数和合数：素数是只能被1和自身整除的正整数，如▌ |  set_Text
2024-04-24 20:24:05,809 | Guka.liaotian.entrance | entrance.py[line:42] |  INFO: 
 数论，又称整数论或算术，是研究整数性质及其相关问题的数学分支。它是数学中最古老、最经典的领域之一。数论的研究对象主要是整数，包括正整数、负整数和零，以及它们之间的各种运算和关系。

数论有很多子领域，其中一些主要的概念和问题如下：

1. 素数和合数：素数是只能被1和自身整除的正整数，如2、3▌ |  run
2024-04-24 20:24:05,809 | Guka.liaotian.entrance | entrance.py[line:136] |  INFO: 
 数论，又称整数论或算术，是研究整数性质及其相关问题的数学分支。它是数学中最古老、最经典的领域之一。数论的研究对象主要是整数，包括正整数、负整数和零，以及它们之间的各种运算和关系。

数论有很多子领域，其中一些主要的概念和问题如下：

1. 素数和合数：素数是只能被1和自身整除的正整数，如2▌ |  set_Text
2024-04-24 20:24:05,917 | Guka.liaotian.entrance | entrance.py[line:42] |  INFO: 
 数论，又称整数论或算术，是研究整数性质及其相关问题的数学分支。它是数学中最古老、最经典的领域之一。数论的研究对象主要是整数，包括正整数、负整数和零，以及它们之间的各种运算和关系。

数论有很多子领域，其中一些主要的概念和问题如下：

1. 素数和合数：素数是只能被1和自身整除的正整数，如2、3、▌ |  run
2024-04-24 20:24:05,933 | Guka.liaotian.entrance | entrance.py[line:136] |  INFO: 
 数论，又称整数论或算术，是研究整数性质及其相关问题的数学分支。它是数学中最古老、最经典的领域之一。数论的研究对象主要是整数，包括正整数、负整数和零，以及它们之间的各种运算和关系。

数论有很多子领域，其中一些主要的概念和问题如下：

1. 素数和合数：素数是只能被1和自身整除的正整数，如2、▌ |  set_Text
2024-04-24 20:24:06,039 | Guka.liaotian.entrance | entrance.py[line:42] |  INFO: 
 数论，又称整数论或算术，是研究整数性质及其相关问题的数学分支。它是数学中最古老、最经典的领域之一。数论的研究对象主要是整数，包括正整数、负整数和零，以及它们之间的各种运算和关系。

数论有很多子领域，其中一些主要的概念和问题如下：

1. 素数和合数：素数是只能被1和自身整除的正整数，如2、3、5▌ |  run
2024-04-24 20:24:06,087 | Guka.liaotian.entrance | entrance.py[line:136] |  INFO: 
 数论，又称整数论或算术，是研究整数性质及其相关问题的数学分支。它是数学中最古老、最经典的领域之一。数论的研究对象主要是整数，包括正整数、负整数和零，以及它们之间的各种运算和关系。

数论有很多子领域，其中一些主要的概念和问题如下：

1. 素数和合数：素数是只能被1和自身整除的正整数，如2、3▌ |  set_Text
2024-04-24 20:24:06,151 | Guka.liaotian.entrance | entrance.py[line:42] |  INFO: 
 数论，又称整数论或算术，是研究整数性质及其相关问题的数学分支。它是数学中最古老、最经典的领域之一。数论的研究对象主要是整数，包括正整数、负整数和零，以及它们之间的各种运算和关系。

数论有很多子领域，其中一些主要的概念和问题如下：

1. 素数和合数：素数是只能被1和自身整除的正整数，如2、3、5、▌ |  run
2024-04-24 20:24:06,183 | Guka.liaotian.entrance | entrance.py[line:136] |  INFO: 
 数论，又称整数论或算术，是研究整数性质及其相关问题的数学分支。它是数学中最古老、最经典的领域之一。数论的研究对象主要是整数，包括正整数、负整数和零，以及它们之间的各种运算和关系。

数论有很多子领域，其中一些主要的概念和问题如下：

1. 素数和合数：素数是只能被1和自身整除的正整数，如2、3、▌ |  set_Text
2024-04-24 20:24:06,246 | Guka.liaotian.entrance | entrance.py[line:42] |  INFO: 
 数论，又称整数论或算术，是研究整数性质及其相关问题的数学分支。它是数学中最古老、最经典的领域之一。数论的研究对象主要是整数，包括正整数、负整数和零，以及它们之间的各种运算和关系。

数论有很多子领域，其中一些主要的概念和问题如下：

1. 素数和合数：素数是只能被1和自身整除的正整数，如2、3、5、7▌ |  run
2024-04-24 20:24:06,246 | Guka.liaotian.entrance | entrance.py[line:136] |  INFO: 
 数论，又称整数论或算术，是研究整数性质及其相关问题的数学分支。它是数学中最古老、最经典的领域之一。数论的研究对象主要是整数，包括正整数、负整数和零，以及它们之间的各种运算和关系。

数论有很多子领域，其中一些主要的概念和问题如下：

1. 素数和合数：素数是只能被1和自身整除的正整数，如2、3、5▌ |  set_Text
2024-04-24 20:24:06,341 | Guka.liaotian.entrance | entrance.py[line:136] |  INFO: 
 数论，又称整数论或算术，是研究整数性质及其相关问题的数学分支。它是数学中最古老、最经典的领域之一。数论的研究对象主要是整数，包括正整数、负整数和零，以及它们之间的各种运算和关系。

数论有很多子领域，其中一些主要的概念和问题如下：

1. 素数和合数：素数是只能被1和自身整除的正整数，如2、3、5、▌ |  set_Text
2024-04-24 20:24:06,373 | Guka.liaotian.entrance | entrance.py[line:42] |  INFO: 
 数论，又称整数论或算术，是研究整数性质及其相关问题的数学分支。它是数学中最古老、最经典的领域之一。数论的研究对象主要是整数，包括正整数、负整数和零，以及它们之间的各种运算和关系。

数论有很多子领域，其中一些主要的概念和问题如下：

1. 素数和合数：素数是只能被1和自身整除的正整数，如2、3、5、7等▌ |  run
2024-04-24 20:24:06,484 | Guka.liaotian.entrance | entrance.py[line:136] |  INFO: 
 数论，又称整数论或算术，是研究整数性质及其相关问题的数学分支。它是数学中最古老、最经典的领域之一。数论的研究对象主要是整数，包括正整数、负整数和零，以及它们之间的各种运算和关系。

数论有很多子领域，其中一些主要的概念和问题如下：

1. 素数和合数：素数是只能被1和自身整除的正整数，如2、3、5、7▌ |  set_Text
2024-04-24 20:24:06,500 | Guka.liaotian.entrance | entrance.py[line:42] |  INFO: 
 数论，又称整数论或算术，是研究整数性质及其相关问题的数学分支。它是数学中最古老、最经典的领域之一。数论的研究对象主要是整数，包括正整数、负整数和零，以及它们之间的各种运算和关系。

数论有很多子领域，其中一些主要的概念和问题如下：

1. 素数和合数：素数是只能被1和自身整除的正整数，如2、3、5、7等。▌ |  run
2024-04-24 20:24:06,564 | Guka.liaotian.entrance | entrance.py[line:136] |  INFO: 
 数论，又称整数论或算术，是研究整数性质及其相关问题的数学分支。它是数学中最古老、最经典的领域之一。数论的研究对象主要是整数，包括正整数、负整数和零，以及它们之间的各种运算和关系。

数论有很多子领域，其中一些主要的概念和问题如下：

1. 素数和合数：素数是只能被1和自身整除的正整数，如2、3、5、7等▌ |  set_Text
2024-04-24 20:24:06,627 | Guka.liaotian.entrance | entrance.py[line:42] |  INFO: 
 数论，又称整数论或算术，是研究整数性质及其相关问题的数学分支。它是数学中最古老、最经典的领域之一。数论的研究对象主要是整数，包括正整数、负整数和零，以及它们之间的各种运算和关系。

数论有很多子领域，其中一些主要的概念和问题如下：

1. 素数和合数：素数是只能被1和自身整除的正整数，如2、3、5、7等。合▌ |  run
2024-04-24 20:24:06,675 | Guka.liaotian.entrance | entrance.py[line:136] |  INFO: 
 数论，又称整数论或算术，是研究整数性质及其相关问题的数学分支。它是数学中最古老、最经典的领域之一。数论的研究对象主要是整数，包括正整数、负整数和零，以及它们之间的各种运算和关系。

数论有很多子领域，其中一些主要的概念和问题如下：

1. 素数和合数：素数是只能被1和自身整除的正整数，如2、3、5、7等。▌ |  set_Text
2024-04-24 20:24:06,723 | Guka.liaotian.entrance | entrance.py[line:42] |  INFO: 
 数论，又称整数论或算术，是研究整数性质及其相关问题的数学分支。它是数学中最古老、最经典的领域之一。数论的研究对象主要是整数，包括正整数、负整数和零，以及它们之间的各种运算和关系。

数论有很多子领域，其中一些主要的概念和问题如下：

1. 素数和合数：素数是只能被1和自身整除的正整数，如2、3、5、7等。合数▌ |  run
2024-04-24 20:24:06,787 | Guka.liaotian.entrance | entrance.py[line:136] |  INFO: 
 数论，又称整数论或算术，是研究整数性质及其相关问题的数学分支。它是数学中最古老、最经典的领域之一。数论的研究对象主要是整数，包括正整数、负整数和零，以及它们之间的各种运算和关系。

数论有很多子领域，其中一些主要的概念和问题如下：

1. 素数和合数：素数是只能被1和自身整除的正整数，如2、3、5、7等。合▌ |  set_Text
2024-04-24 20:24:06,835 | Guka.liaotian.entrance | entrance.py[line:136] |  INFO: 
 数论，又称整数论或算术，是研究整数性质及其相关问题的数学分支。它是数学中最古老、最经典的领域之一。数论的研究对象主要是整数，包括正整数、负整数和零，以及它们之间的各种运算和关系。

数论有很多子领域，其中一些主要的概念和问题如下：

1. 素数和合数：素数是只能被1和自身整除的正整数，如2、3、5、7等。合数▌ |  set_Text
2024-04-24 20:24:06,851 | Guka.liaotian.entrance | entrance.py[line:42] |  INFO: 
 数论，又称整数论或算术，是研究整数性质及其相关问题的数学分支。它是数学中最古老、最经典的领域之一。数论的研究对象主要是整数，包括正整数、负整数和零，以及它们之间的各种运算和关系。

数论有很多子领域，其中一些主要的概念和问题如下：

1. 素数和合数：素数是只能被1和自身整除的正整数，如2、3、5、7等。合数则是▌ |  run
2024-04-24 20:24:07,008 | Guka.liaotian.entrance | entrance.py[line:136] |  INFO: 
 数论，又称整数论或算术，是研究整数性质及其相关问题的数学分支。它是数学中最古老、最经典的领域之一。数论的研究对象主要是整数，包括正整数、负整数和零，以及它们之间的各种运算和关系。

数论有很多子领域，其中一些主要的概念和问题如下：

1. 素数和合数：素数是只能被1和自身整除的正整数，如2、3、5、7等。合数则是▌ |  set_Text
2024-04-24 20:24:07,024 | Guka.liaotian.entrance | entrance.py[line:42] |  INFO: 
 数论，又称整数论或算术，是研究整数性质及其相关问题的数学分支。它是数学中最古老、最经典的领域之一。数论的研究对象主要是整数，包括正整数、负整数和零，以及它们之间的各种运算和关系。

数论有很多子领域，其中一些主要的概念和问题如下：

1. 素数和合数：素数是只能被1和自身整除的正整数，如2、3、5、7等。合数则是除了▌ |  run
2024-04-24 20:24:07,072 | Guka.liaotian.entrance | entrance.py[line:42] |  INFO: 
 数论，又称整数论或算术，是研究整数性质及其相关问题的数学分支。它是数学中最古老、最经典的领域之一。数论的研究对象主要是整数，包括正整数、负整数和零，以及它们之间的各种运算和关系。

数论有很多子领域，其中一些主要的概念和问题如下：

1. 素数和合数：素数是只能被1和自身整除的正整数，如2、3、5、7等。合数则是除了1▌ |  run
2024-04-24 20:24:07,088 | Guka.liaotian.entrance | entrance.py[line:136] |  INFO: 
 数论，又称整数论或算术，是研究整数性质及其相关问题的数学分支。它是数学中最古老、最经典的领域之一。数论的研究对象主要是整数，包括正整数、负整数和零，以及它们之间的各种运算和关系。

数论有很多子领域，其中一些主要的概念和问题如下：

1. 素数和合数：素数是只能被1和自身整除的正整数，如2、3、5、7等。合数则是除了▌ |  set_Text
2024-04-24 20:24:07,136 | Guka.liaotian.entrance | entrance.py[line:42] |  INFO: 
 数论，又称整数论或算术，是研究整数性质及其相关问题的数学分支。它是数学中最古老、最经典的领域之一。数论的研究对象主要是整数，包括正整数、负整数和零，以及它们之间的各种运算和关系。

数论有很多子领域，其中一些主要的概念和问题如下：

1. 素数和合数：素数是只能被1和自身整除的正整数，如2、3、5、7等。合数则是除了1和▌ |  run
2024-04-24 20:24:07,183 | Guka.liaotian.entrance | entrance.py[line:136] |  INFO: 
 数论，又称整数论或算术，是研究整数性质及其相关问题的数学分支。它是数学中最古老、最经典的领域之一。数论的研究对象主要是整数，包括正整数、负整数和零，以及它们之间的各种运算和关系。

数论有很多子领域，其中一些主要的概念和问题如下：

1. 素数和合数：素数是只能被1和自身整除的正整数，如2、3、5、7等。合数则是除了1▌ |  set_Text
2024-04-24 20:24:07,247 | Guka.liaotian.entrance | entrance.py[line:42] |  INFO: 
 数论，又称整数论或算术，是研究整数性质及其相关问题的数学分支。它是数学中最古老、最经典的领域之一。数论的研究对象主要是整数，包括正整数、负整数和零，以及它们之间的各种运算和关系。

数论有很多子领域，其中一些主要的概念和问题如下：

1. 素数和合数：素数是只能被1和自身整除的正整数，如2、3、5、7等。合数则是除了1和自身▌ |  run
2024-04-24 20:24:07,373 | Guka.liaotian.entrance | entrance.py[line:136] |  INFO: 
 数论，又称整数论或算术，是研究整数性质及其相关问题的数学分支。它是数学中最古老、最经典的领域之一。数论的研究对象主要是整数，包括正整数、负整数和零，以及它们之间的各种运算和关系。

数论有很多子领域，其中一些主要的概念和问题如下：

1. 素数和合数：素数是只能被1和自身整除的正整数，如2、3、5、7等。合数则是除了1和▌ |  set_Text
2024-04-24 20:24:07,389 | Guka.liaotian.entrance | entrance.py[line:42] |  INFO: 
 数论，又称整数论或算术，是研究整数性质及其相关问题的数学分支。它是数学中最古老、最经典的领域之一。数论的研究对象主要是整数，包括正整数、负整数和零，以及它们之间的各种运算和关系。

数论有很多子领域，其中一些主要的概念和问题如下：

1. 素数和合数：素数是只能被1和自身整除的正整数，如2、3、5、7等。合数则是除了1和自身以外▌ |  run
2024-04-24 20:24:07,421 | Guka.liaotian.entrance | entrance.py[line:136] |  INFO: 
 数论，又称整数论或算术，是研究整数性质及其相关问题的数学分支。它是数学中最古老、最经典的领域之一。数论的研究对象主要是整数，包括正整数、负整数和零，以及它们之间的各种运算和关系。

数论有很多子领域，其中一些主要的概念和问题如下：

1. 素数和合数：素数是只能被1和自身整除的正整数，如2、3、5、7等。合数则是除了1和自身▌ |  set_Text
2024-04-24 20:24:07,469 | Guka.liaotian.entrance | entrance.py[line:42] |  INFO: 
 数论，又称整数论或算术，是研究整数性质及其相关问题的数学分支。它是数学中最古老、最经典的领域之一。数论的研究对象主要是整数，包括正整数、负整数和零，以及它们之间的各种运算和关系。

数论有很多子领域，其中一些主要的概念和问题如下：

1. 素数和合数：素数是只能被1和自身整除的正整数，如2、3、5、7等。合数则是除了1和自身以外还能▌ |  run
2024-04-24 20:24:07,485 | Guka.liaotian.entrance | entrance.py[line:136] |  INFO: 
 数论，又称整数论或算术，是研究整数性质及其相关问题的数学分支。它是数学中最古老、最经典的领域之一。数论的研究对象主要是整数，包括正整数、负整数和零，以及它们之间的各种运算和关系。

数论有很多子领域，其中一些主要的概念和问题如下：

1. 素数和合数：素数是只能被1和自身整除的正整数，如2、3、5、7等。合数则是除了1和自身以外▌ |  set_Text
2024-04-24 20:24:07,549 | Guka.liaotian.entrance | entrance.py[line:136] |  INFO: 
 数论，又称整数论或算术，是研究整数性质及其相关问题的数学分支。它是数学中最古老、最经典的领域之一。数论的研究对象主要是整数，包括正整数、负整数和零，以及它们之间的各种运算和关系。

数论有很多子领域，其中一些主要的概念和问题如下：

